Year,Month,Day,Date,Trade,Basis,Importer_KR,Importer_EN,Exporter_EN,Product_name_KR,Product_type_KR,Product_EN,Category,Origin_KR,Origin_EN,Export_country_KR,Export_country_EN
2016,2,23,2016-02-23,Import,Food import clearance (식품 통관),조은생약,JoEun Pharm ,OOO EXPOPANT,녹용,,Deer velvet,Velvet (unspecified),,,,
2016,2,25,2016-02-25,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,2,25,2016-02-25,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,ROKLAND CORPORATION LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,3,4,2016-03-04,Import,Food import clearance (식품 통관),태안약업(주),Taeahn (Mr. Ahn),ROKLAND CORPORATION LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,3,24,2016-03-24,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PROVELCO CO OPERATIVE LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,3,30,2016-03-30,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2016,4,14,2016-04-14,Import,Food import clearance (식품 통관),(주)서화제약,SeoHwa Pharm.,GOLDEN FIELD(FAR EAST)LIMITED,건녹용,,Deer velvet (dried),Dried,,,,
2016,4,15,2016-04-15,Import,Food import clearance (식품 통관),(주)루스마르코,Looce Masco,OOO MORAUM-2,건녹용,,Deer velvet (dried),Dried,,,,
2016,4,15,2016-04-15,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,ROKLAND CORPORATION LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,4,25,2016-04-25,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PROVELCO CO OPERATIVE LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,5,4,2016-05-04,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2016,5,16,2016-05-16,Import,Food import clearance (식품 통관),주신제약(주),JooShin Pharm,GUANGTIANDI HONG,녹각,,Hard antlers,Hard antler,,,,
2016,5,20,2016-05-20,Import,Food import clearance (식품 통관),(주)대한녹용수출입법인,"KVIE (Alex, HanPure)","XIFENG MINHE DEER PRODUCTS CO.,LTD",녹용,,Deer velvet,Velvet (unspecified),,,,
2016,5,26,2016-05-26,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건녹용,,Deer velvet (dried),Dried,,,,
2016,5,27,2016-05-27,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PROVELCO CO OPERATIVE LTD,녹용,,Deer velvet,Velvet (unspecified),,,,
2016,6,15,2016-06-15,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2016,6,20,2016-06-20,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건녹용,,Deer velvet (dried),Dried,,,,
2016,6,20,2016-06-20,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,6,21,2016-06-21,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2016,6,24,2016-06-24,Import,Food import clearance (식품 통관),주신제약(주),JooShin Pharm,GUANGTIANDI HONG,녹각,,Hard antlers,Hard antler,,,,
2016,6,28,2016-06-28,Import,Food import clearance (식품 통관),명가녹용 주식회사,MyungGa (Mr.Lee in Daegu),HYUN DAE DEER PRODUCTS LTD,녹용,,Deer velvet,Velvet (unspecified),,,,
2016,6,29,2016-06-29,Import,Food import clearance (식품 통관),한동허브,Handong Herb,PGG WRIGHTSON LTD-VELVET,생녹용,,Deer velvet (frozen),Frozen,,,,
2016,7,4,2016-07-04,Import,Food import clearance (식품 통관),바이칼허브,Baikal Herb,LLC ASIA GROUP,녹각,,Hard antlers,Hard antler,,,,
2016,7,5,2016-07-05,Import,Food import clearance (식품 통관),태안약업(주),Taeahn (Mr. Ahn),ROKLAND CORPORATION LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,7,21,2016-07-21,Import,Food import clearance (식품 통관),상녹제약(주),SangNok Pharm.,GUANGTIANDI HONG,녹각,,Hard antlers,Hard antler,,,,
2016,7,27,2016-07-27,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2016,8,1,2016-08-01,Import,Food import clearance (식품 통관),삼보제약,SamBo (Mr. Kang in Busan),UB BIO LIMITED,상대녹용절편,,Dried sliced deer velvet - Sangdae,Dried,,,,
2016,8,5,2016-08-05,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건녹용,,Deer velvet (dried),Dried,,,,
2016,9,7,2016-09-07,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),ROKLAND CORPORATION LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,9,28,2016-09-28,Import,Food import clearance (식품 통관),(주)한국허브,HanKook Herb,UB BIO LIMITED,건녹용,,Deer velvet (dried),Dried,,,,
2016,10,10,2016-10-10,Import,Food import clearance (식품 통관),조은생약,JoEun Pharm ,LIMITED PARTNERSHIP MARALENOK,녹각,,Hard antlers,Hard antler,,,,
2016,10,11,2016-10-11,Import,Food import clearance (식품 통관),(주)대원알디티,DaeWon RTD,APK ABAISKY,건녹용,,Deer velvet (dried),Dried,,,,
2016,10,17,2016-10-17,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,GORIZONT LLC,건녹용,,Deer velvet (dried),Dried,,,,
2016,10,17,2016-10-17,Import,Food import clearance (식품 통관),태안약업(주),Taeahn (Mr. Ahn),ROKLAND CORPORATION LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,10,26,2016-10-26,Import,Food import clearance (식품 통관),일성식품,Ilseong Food,OOO MARAL-ASOHRA,녹용,,Deer velvet,Velvet (unspecified),,,,
2016,10,26,2016-10-26,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건녹용,,Deer velvet (dried),Dried,,,,
2016,11,11,2016-11-11,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건녹용,,Deer velvet (dried),Dried,,,,
2016,11,11,2016-11-11,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,ROKLAND CORPORATION LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,11,16,2016-11-16,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),DALIAN SHENG EN DEER PRODUCTS CO LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,11,17,2016-11-17,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,건조절편녹용,,Dried sliced deer velvet,Dried,,,,
2016,11,18,2016-11-18,Import,Food import clearance (식품 통관),한선무역,Hansun Trading,HAN GANG GROUP INT'L TRADE CO LIMITED,녹각,,Hard antlers,Hard antler,,,,
2016,11,18,2016-11-18,Import,Food import clearance (식품 통관),조은생약,JoEun Pharm ,OOO EXPOPANT,녹용,,Deer velvet,Velvet (unspecified),,,,
2016,11,28,2016-11-28,Import,Food import clearance (식품 통관),태안약업(주),Taeahn (Mr. Ahn),BILLION WORLD TRADING LIMITED,녹각,,Hard antlers,Hard antler,,,,
2016,11,29,2016-11-29,Import,Food import clearance (식품 통관),바이칼허브,Baikal Herb,LLC ASIA GROUP,녹각,,Hard antlers,Hard antler,,,,
2016,12,5,2016-12-05,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),ROKLAND CORPORATION LTD,건녹용,,Deer velvet (dried),Dried,,,,
2016,12,20,2016-12-20,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,CK IMPORT EXPORT CO.(NZ) LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2016,12,30,2016-12-30,Import,Food import clearance (식품 통관),(주)한국허브,HanKook Herb,UB BIO LIMITED,건녹용,,Deer velvet (dried),Dried,,,,
2017,1,3,2017-01-03,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,1,16,2017-01-16,Import,Food import clearance (식품 통관),(주)서화제약,SeoHwa Pharm.,OOO MARAL-ASOHRA,녹용,,Deer velvet,Velvet (unspecified),,,,
2017,1,18,2017-01-18,Import,Food import clearance (식품 통관),(주)우성생약,WooSung (Mr Bang) ,PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,1,31,2017-01-31,Import,Food import clearance (식품 통관),(주)대한녹용수출입법인,"KVIE (Alex, HanPure)","XIFENG MINHE DEER PRODUCTS CO.,LTD",녹용,,Deer velvet,Velvet (unspecified),,,,
2017,2,7,2017-02-07,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),FORTUNE METROPOLIS INVESTMENT COMPANY,건녹용,,Deer velvet (dried),Dried,,,,
2017,2,14,2017-02-14,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,ROKLAND CORPORATION LIMITED,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,2,22,2017-02-22,Import,Food import clearance (식품 통관),한동허브,Handong Herb,PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,3,8,2017-03-08,Import,Food import clearance (식품 통관),명가녹용 주식회사,MyungGa (Mr.Lee in Daegu),PAREX INTERNATIONAL LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,3,9,2017-03-09,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,4,4,2017-04-04,Import,Food import clearance (식품 통관),허브앤솔루션,Herb&Solution,OOO MARAL-ASOHRA,녹용,,Deer velvet,Velvet (unspecified),,,,
2017,4,5,2017-04-05,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,ROKLAND CORPORATION LIMITED,건녹용,,Deer velvet (dried),Dried,,,,
2017,4,12,2017-04-12,Import,Food import clearance (식품 통관),(주)수식품,Su Food (Mr. Choi),PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,4,27,2017-04-27,Import,Food import clearance (식품 통관),한동허브,Handong Herb,CK IMPORT EXPORT CO.(NZ) LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,5,8,2017-05-08,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,CK IMPORT EXPORT CO.(NZ) LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,5,12,2017-05-12,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,CK IMPORT EXPORT CO.(NZ) LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,5,24,2017-05-24,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PROVELCO CO OPERATIVE LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,6,1,2017-06-01,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),HYUN DAE DEER PRODUCTS LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,6,5,2017-06-05,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",녹용,,Deer velvet,Velvet (unspecified),,,,
2017,6,5,2017-06-05,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,CK IMPORT EXPORT CO.(NZ) LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,6,5,2017-06-05,Import,Food import clearance (식품 통관),동화무약,DongWha Pharmaceutical Trading Co.,OOO MARAL-ASOHRA,녹용,,Deer velvet,Velvet (unspecified),,,,
2017,6,14,2017-06-14,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,HYUN DAE DEER PRODUCTS LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,6,19,2017-06-19,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),HYUN DAE DEER PRODUCTS LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,6,20,2017-06-20,Import,Food import clearance (식품 통관),한동허브,Handong Herb,PGG WRIGHTSON LTD-VELVET,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,6,21,2017-06-21,Import,Food import clearance (식품 통관),명가녹용 주식회사,MyungGa (Mr.Lee in Daegu),UB BIO LIMITED,건녹용,,Deer velvet (dried),Dried,,,,
2017,7,4,2017-07-04,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PROVELCO CO OPERATIVE LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,7,11,2017-07-11,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건녹용,,Deer velvet (dried),Dried,,,,
2017,7,11,2017-07-11,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,CK IMPORT EXPORT CO.(NZ) LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,7,18,2017-07-18,Import,Food import clearance (식품 통관),한동허브,Handong Herb,OOO MARAL-ASOHRA,건녹용,,Deer velvet (dried),Dried,,,,
2017,7,19,2017-07-19,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건녹용,,Deer velvet (dried),Dried,,,,
2017,7,19,2017-07-19,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,OOO MARAL-ASOHRA,건녹용,,Deer velvet (dried),Dried,,,,
2017,7,20,2017-07-20,Import,Food import clearance (식품 통관),삼보제약,SamBo (Mr. Kang in Busan),UB BIO LIMITED,건녹용,,Deer velvet (dried),Dried,,,,
2017,8,8,2017-08-08,Import,Food import clearance (식품 통관),주신제약(주),JooShin Pharm,FORTUNE METROPOLIS INVESTMENT COMPANY,녹각,,Hard antlers,Hard antler,,,,
2017,8,22,2017-08-22,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),HYUN DAE DEER PRODUCTS LTD,건녹용,,Deer velvet (dried),Dried,,,,
2017,9,6,2017-09-06,Import,Food import clearance (식품 통관),한동허브,Handong Herb,HAN GANG GROUP INT'L TRADE CO LIMITED,녹각,,Hard antlers,Hard antler,,,,
2017,9,11,2017-09-11,Import,Food import clearance (식품 통관),태안약업(주),Taeahn (Mr. Ahn),GOLDEN FIELD(FAR EAST)LTD,녹용,,Deer velvet,Velvet (unspecified),,,,
2017,9,18,2017-09-18,Import,Food import clearance (식품 통관),(주)서화제약,SeoHwa Pharm.,EASTERNWARD TRADING CO.,녹각,,Hard antlers,Hard antler,,,,
2017,10,19,2017-10-19,Import,Food import clearance (식품 통관),(주)유한양행,Yuhan Corporation.,"CK IMPORT EXPORT CO.,LTD",연구용 건조 녹용,,Dried deer velvet - for research,Dried,,,,
2017,10,24,2017-10-24,Import,Food import clearance (식품 통관),삼보제약,SamBo (Mr. Kang in Busan),UB BIO LIMITED,녹용,,Deer velvet,Velvet (unspecified),,,,
2017,10,26,2017-10-26,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),HYUN DAE DEER PRODUCTS LTD,녹용,,Deer velvet,Velvet (unspecified),,,,
2017,11,8,2017-11-08,Import,Food import clearance (식품 통관),(주)대원알디티,DaeWon RTD,APK ABAISKY,녹용,,Deer velvet,Velvet (unspecified),,,,
2017,11,14,2017-11-14,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,11,15,2017-11-15,Import,Food import clearance (식품 통관),(주)대원알디티,DaeWon RTD,KARYAKINA A.F,건조녹용,,Deer velvet (dried),Dried,,,,
2017,12,27,2017-12-27,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2017,12,28,2017-12-28,Import,Food import clearance (식품 통관),(주)유한양행,Yuhan Corporation.,ALPINE DEER NZ LP,연구용 건조 녹용,,Dried deer velvet - for research,Dried,,,,
2017,12,28,2017-12-28,Import,Food import clearance (식품 통관),삼보제약,SamBo (Mr. Kang in Busan),UB BIO LIMITED,녹용,,Deer velvet,Velvet (unspecified),,,,
2018,1,2,2018-01-02,Import,Food import clearance (식품 통관),한동허브,Handong Herb,PGG WRIGHTSON LTD-VELVET,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,1,5,2018-01-05,Import,Food import clearance (식품 통관),(주)진수녹용,"Jinsoo Deer Co., Ltd.","TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",건조녹용,,Deer velvet (dried),Dried,,,,
2018,1,10,2018-01-10,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,ROKLAND CORPORATION LIMITED,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,1,17,2018-01-17,Import,Food import clearance (식품 통관),(주)이룸제약법인,Ee Room Pharm.,"XIFENG COUNTY JIYUAN DEER PRODUCTS PROCESSING CO.,LTD",건조녹용,,Deer velvet (dried),Dried,,,,
2018,1,25,2018-01-25,Import,Food import clearance (식품 통관),대호제약주식회사,Daeho Pharm.,TSENGS ENTERPRISES (N.Z.) LIMITED,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,1,25,2018-01-25,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,2,6,2018-02-06,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,ROKLAND CORPORATION LIMITED,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,2,6,2018-02-06,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),HYUN DAE DEER PRODUCTS LTD,녹용,,Deer velvet,Velvet (unspecified),,,,
2018,2,9,2018-02-09,Import,Food import clearance (식품 통관),주식회사 허브앤솔루션,Herb&Solution,PROVELCO CO OPERATIVE LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,2,9,2018-02-09,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,2,14,2018-02-14,Import,Food import clearance (식품 통관),삼보제약,SamBo (Mr. Kang in Busan),HYUN DAE DEER PRODUCTS LTD,녹용,,Deer velvet,Velvet (unspecified),,,,
2018,2,26,2018-02-26,Import,Food import clearance (식품 통관),(주)유한양행,Yuhan Corporation.,ALPINE DEER NZLP,녹용,,Deer velvet,Velvet (unspecified),,,,
2018,2,28,2018-02-28,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,3,2,2018-03-02,Import,Food import clearance (식품 통관),태안약업(주),Taeahn (Mr. Ahn),"TIELING JIDA DEER PRODUCTS PROCESSING CO., LTD.",녹용,,Deer velvet,Velvet (unspecified),,,,
2018,3,5,2018-03-05,Import,Food import clearance (식품 통관),(주)대한녹용수출입법인,"KVIE (Alex, HanPure)","XIFENG MINHE DEER PRODUCTS CO.,LTD",녹용,,Deer velvet,Velvet (unspecified),,,,
2018,3,5,2018-03-05,Import,Food import clearance (식품 통관),명가녹용 주식회사,MyungGa (Mr.Lee in Daegu),PAREX INTERNATIONAL LTD,녹용,,Deer velvet,Velvet (unspecified),,,,
2018,3,13,2018-03-13,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,3,14,2018-03-14,Import,Food import clearance (식품 통관),한동허브,Handong Herb,PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,3,21,2018-03-21,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),HYUN DAE DEER PRODUCTS LTD,녹용,,Deer velvet,Velvet (unspecified),,,,
2018,3,22,2018-03-22,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,CK IMPORT EXPORT CO.(NZ) LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,3,27,2018-03-27,Import,Food import clearance (식품 통관),한동허브,Handong Herb,PGG WRIGHTSON LTD-VELVET,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,3,30,2018-03-30,Import,Food import clearance (식품 통관),천호식품(주)양산공장,Chunho Food,PROVELCO CO OPERATIVE LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,4,16,2018-04-16,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),HYUN DAE DEER PRODUCTS LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,4,20,2018-04-20,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,5,1,2018-05-01,Import,Food import clearance (식품 통관),(주)천호엔케어,Chunho N Care,PROVELCO CO OPERATIVE LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,5,8,2018-05-08,Import,Food import clearance (식품 통관),(주)우성생약,WooSung (Mr Bang) ,ALIAN F.T.Z. JUN FENG INTERNATIONAL INDUSTRTAL TRADE CO LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,5,8,2018-05-08,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,5,11,2018-05-11,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),OOO MARAL-ASOHRA,건조녹용,,Deer velvet (dried),Dried,,,,
2018,5,11,2018-05-11,Import,Food import clearance (식품 통관),명가녹용 주식회사,MyungGa (Mr.Lee in Daegu),OOO MARAL-ASOHRA,건조녹용,,Deer velvet (dried),Dried,,,,
2018,5,15,2018-05-15,Import,Food import clearance (식품 통관),진가식품,Jinka Food,PROVELCO CO OPERATIVE LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,5,23,2018-05-23,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,ROKLAND CORPORATION LIMITED,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,5,29,2018-05-29,Import,Food import clearance (식품 통관),(주)천호엔케어,Chunho N Care,PROVELCO CO OPERATIVE LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,5,29,2018-05-29,Import,Food import clearance (식품 통관),(주)이룸제약법인,Ee Room Pharm.,YIK LUNG TONG (H.K),건조녹용,,Deer velvet (dried),Dried,,,,
2018,6,5,2018-06-05,Import,Food import clearance (식품 통관),한동허브,Handong Herb,PGG WRIGHTSON LTD-VELVET,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,6,21,2018-06-21,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,6,21,2018-06-21,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PAREX INTERNATIONAL LTD.,건조녹용,,Deer velvet (dried),Dried,,,,
2018,6,29,2018-06-29,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,ROKLAND CORPORATION LIMITED,건조녹용,,Deer velvet (dried),Dried,,,,
2018,7,10,2018-07-10,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,"DALIAN F.T.Z. BAOHUA INTERNATIONAL INDUSTRY TRADE CO., LTD.",건조녹용,,Deer velvet (dried),Dried,,,,
2018,7,16,2018-07-16,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,7,18,2018-07-18,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,CK IMPORT EXPORT CO.(NZ) LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,7,18,2018-07-18,Import,Food import clearance (식품 통관),명가녹용 주식회사,MyungGa (Mr.Lee in Daegu),UB BIO LIMITED,건조녹용,,Deer velvet (dried),Dried,,,,
2018,7,24,2018-07-24,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),HYUN DAE DEER PRODUCTS LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,7,31,2018-07-31,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PAREX INTERNATIONAL LTD.,건조녹용,,Deer velvet (dried),Dried,,,,
2018,8,14,2018-08-14,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,8,21,2018-08-21,Import,Food import clearance (식품 통관),(주)유한양행,Yuhan Corporation.,ALPINE DEER NZLP,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,8,30,2018-08-30,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PROVELCO CO OPERATIVE LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,8,30,2018-08-30,Import,Food import clearance (식품 통관),주식회사 비봉허브,Bibong Herb,PROVELCO CO OPERATIVE LTD,건조녹용,,Deer velvet (dried),Dried,,,,
2018,9,13,2018-09-13,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,10,10,2018-10-10,Import,Food import clearance (식품 통관),(주)시원생약,Siwon Pharmaceutical,ALPINE DEER NZLP,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,10,11,2018-10-11,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,10,16,2018-10-16,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,CK IMPORT EXPORT CO.(NZ) LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,10,17,2018-10-17,Import,Food import clearance (식품 통관),주식회사 한국인삼공사,KGC,PGG WRIGHTSON LTD-VELVET,건조녹용,,Deer velvet (dried),Dried,,,,
2018,11,9,2018-11-09,Import,Food import clearance (식품 통관),일성식품,Ilseong Food,OOO MARAL-ASOHRA,건조녹용,,Deer velvet (dried),Dried,,,,
2018,11,23,2018-11-23,Import,Food import clearance (식품 통관),(주)한국온누리제약,Hankook Onnuri Pharm,TASMAN VELVET PROCESSORS LTD,생녹용,,Deer velvet (frozen),Frozen,,,,
2018,12,5,2018-12-05,Import,Food import clearance (식품 통관),㈜대흥제약,Daeheung Pharm,"OOO ""SEMINSKY""",건조녹용,,Deer velvet (dried),Dried,,,,
2018,12,6,2018-12-06,Import,Food import clearance (식품 통관),와이더블유 인터내셔날,YW International,"DALIAN F.T.Z MINGWEI INDUSTRY TRADE CO.,LTD",녹용,,Deer velvet,Velvet (unspecified),,,,
