Year,Month,Trade,Basis,HS_Code,Product_KR,Product_EN,Country_KR,Country_EN,Quantity_kg,Value_USD1000
2019,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,21524.0,2961.0
2019,1,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,6663.0,459.0
2019,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,3199.0,800.0
2019,1,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,2.0,1.0
2019,1,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,694.0,150.0
2019,2,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,15820.0,2116.0
2019,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,8021.0,555.0
2019,2,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1249.0,313.0
2019,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,중국,China,1.0,0.0
2019,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,2.0,1.0
2019,2,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,196.0,5.0
2019,3,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,23962.0,2978.0
2019,3,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,23.0,15.0
2019,3,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,400.0,104.0
2019,3,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,4.0,2.0
2019,3,Export,"Korea export customs (FOB, USD1000)",0507901110,전지(全枝),Whole stick,홍콩,Hong Kong,30.0,9.0
2019,3,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,494.0,234.0
2019,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,21977.0,3699.0
2019,4,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,6319.0,446.0
2019,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,3973.0,1015.0
2019,4,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,2.0,1.0
2019,4,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,873.0,269.0
2019,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,20591.0,3990.0
2019,5,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,37.0,19.0
2019,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,374.0,97.0
2019,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,중국,China,475.0,95.0
2019,5,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,6.0,2.0
2019,5,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,343.0,147.0
2019,6,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,3016.0,610.0
2019,6,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,14.0,9.0
2019,6,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,3179.0,766.0
2019,6,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,1.0
2019,6,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,842.0,224.0
2019,7,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,20393.0,2995.0
2019,7,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,14.0,9.0
2019,7,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1241.0,310.0
2019,7,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,4.0,2.0
2019,7,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,434.0,192.0
2019,8,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,6714.0,1558.0
2019,8,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,23.0,9.0
2019,8,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,920.0,233.0
2019,8,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,호주,Australia,2522.0,530.0
2019,8,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,2.0
2019,9,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,19433.0,2631.0
2019,9,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,28.0,11.0
2019,9,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,234.0,56.0
2019,9,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,0.0
2019,9,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,282.0,70.0
2019,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,13769.0,2448.0
2019,10,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,18.0,12.0
2019,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,17361.0,4322.0
2019,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,140.0,31.0
2019,10,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,1.0
2019,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,10983.0,1356.0
2019,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,16.0,11.0
2019,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,13104.0,3244.0
2019,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,396.0,75.0
2019,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,2.0,1.0
2019,11,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,374.0,166.0
2019,12,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,29682.0,2798.0
2019,12,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,17.0,12.0
2019,12,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,6137.0,1498.0
2019,12,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,165.0,31.0
2019,12,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,7.0,2.0
2019,12,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,246.0,54.0
2020,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,11579.0,1436.0
2020,1,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,70.0,31.0
2020,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,6677.0,1669.0
2020,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,중국,China,508.0,104.0
2020,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,667.0,167.0
2020,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,호주,Australia,2100.0,462.0
2020,1,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,1.0
2020,1,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,66.0,14.0
2020,2,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,24898.0,2887.0
2020,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,16.0,11.0
2020,2,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1008.0,247.0
2020,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,2.0,1.0
2020,3,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,17439.0,2601.0
2020,3,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,11.0,7.0
2020,3,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,696.0,172.0
2020,3,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,1.0
2020,3,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,192.0,115.0
2020,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,22795.0,3161.0
2020,4,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,3.0,2.0
2020,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,435.0,87.0
2020,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,호주,Australia,1650.0,330.0
2020,4,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,0.0
2020,4,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,481.0,197.0
2020,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,10274.0,1722.0
2020,5,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,7.0,4.0
2020,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,2136.0,530.0
2020,5,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,1.0
2020,5,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,500.0,224.0
2020,6,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,21286.0,4202.0
2020,6,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,17.0,11.0
2020,6,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,2114.0,544.0
2020,6,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,1.0
2020,6,Export,"Korea export customs (FOB, USD1000)",0507901110,전지(全枝),Whole stick,홍콩,Hong Kong,74.0,22.0
2020,6,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,575.0,174.0
2020,7,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,14597.0,2664.0
2020,7,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,20.0,11.0
2020,7,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1568.0,408.0
2020,7,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,중국,China,435.0,86.0
2020,7,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,2.0,1.0
2020,7,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,758.0,205.0
2020,8,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,14850.0,2997.0
2020,8,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,15.0,8.0
2020,8,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,700.0,176.0
2020,8,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,1.0
2020,8,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,172.0,19.0
2020,9,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,13183.0,2415.0
2020,9,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,29.0,17.0
2020,9,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1733.0,439.0
2020,9,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,733.0,167.0
2020,9,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,2.0
2020,9,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,396.0,83.0
2020,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,8219.0,1695.0
2020,10,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,25.0,10.0
2020,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,16743.0,4720.0
2020,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,763.0,128.0
2020,10,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,4.0,2.0
2020,10,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,119.0,54.0
2020,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,5700.0,1190.0
2020,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,76.0,39.0
2020,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,13319.0,3606.0
2020,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,중국,China,280.0,57.0
2020,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,4.0,1.0
2020,11,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,589.0,121.0
2020,12,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,25635.0,3251.0
2020,12,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,20.0,12.0
2020,12,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,7464.0,2048.0
2020,12,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,9.0,2.0
2020,12,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,588.0,123.0
2021,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,21883.0,3726.0
2021,1,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,19.0,11.0
2021,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,4190.0,1201.0
2021,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,중국,China,280.0,62.0
2021,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,191.0,30.0
2021,1,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,1.0
2021,1,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,622.0,212.0
2021,2,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,27650.0,2537.0
2021,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,22.0,11.0
2021,2,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,3695.0,1049.0
2021,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,2.0
2021,2,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,215.0,63.0
2021,3,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,11165.0,2600.0
2021,3,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,32.0,16.0
2021,3,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,7.0,2.0
2021,3,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,450.0,96.0
2021,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,27189.0,3697.0
2021,4,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,523.0,148.0
2021,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,2432.0,657.0
2021,4,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,2.0,1.0
2021,4,Export,"Korea export customs (FOB, USD1000)",0507901110,전지(全枝),Whole stick,홍콩,Hong Kong,53.0,12.0
2021,4,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,777.0,199.0
2021,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,13486.0,2057.0
2021,5,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,26.0,19.0
2021,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1321.0,341.0
2021,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,호주,Australia,4.0,1.0
2021,5,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,2.0
2021,5,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,39.0,8.0
2021,6,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,7411.0,1724.0
2021,6,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,119.0,55.0
2021,6,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,800.0,204.0
2021,6,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,5.0,3.0
2021,6,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,384.0,126.0
2021,7,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,18943.0,2748.0
2021,7,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,17.0,12.0
2021,7,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,111.0,28.0
2021,7,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,1.0
2021,8,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,11118.0,2671.0
2021,8,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,19.0,15.0
2021,8,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1512.0,401.0
2021,8,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,미국,USA,1.0,0.0
2021,8,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,1.0
2021,8,Export,"Korea export customs (FOB, USD1000)",0507901110,전지(全枝),Whole stick,홍콩,Hong Kong,94.0,28.0
2021,8,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,219.0,102.0
2021,9,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,9870.0,2167.0
2021,9,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,13.0,11.0
2021,9,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1463.0,372.0
2021,9,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,1288.0,313.0
2021,9,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,3.0,2.0
2021,9,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,1680.0,338.0
2021,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,13546.0,1859.0
2021,10,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,19.0,12.0
2021,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,22293.0,6619.0
2021,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,중국,China,260.0,65.0
2021,10,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,140.0,35.0
2021,10,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,11.0,3.0
2021,10,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,200.0,36.0
2021,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,22545.0,4248.0
2021,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,37.0,19.0
2021,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,18239.0,5474.0
2021,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,중국,China,1.0,0.0
2021,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,2.0,2.0
